action_type,combined_shot_type,game_event_id,game_id,lat,loc_x,loc_y,lon,minutes_remaining,period,playoffs,season,seconds_remaining,shot_distance,shot_made_flag,shot_type,shot_zone_area,shot_zone_basic,shot_zone_range,game_date,matchup,opponent
Jump Shot,Jump Shot,167,20701216,33.8223,-97,222,-118.3668,9,2,0,2007-08,16,24,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,4/15/08,LAL vs. SAC,SAC
Jump Shot,Jump Shot,185,20701216,33.9323,-140,112,-118.4098,8,2,0,2007-08,16,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,4/15/08,LAL vs. SAC,SAC
Jump Shot,Jump Shot,193,20701216,33.9623,46,82,-118.2238,7,2,0,2007-08,7,9,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,4/15/08,LAL vs. SAC,SAC
Driving Finger Roll Layup Shot,Layup,240,20701216,34.0443,0,0,-118.2698,2,2,0,2007-08,48,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/15/08,LAL vs. SAC,SAC
Layup Shot,Layup,251,20701216,34.0443,0,0,-118.2698,1,2,0,2007-08,37,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,4/15/08,LAL vs. SAC,SAC
Jump Shot,Jump Shot,283,20701216,33.7733,-18,271,-118.2878,10,3,0,2007-08,27,27,1,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,4/15/08,LAL vs. SAC,SAC
Jump Shot,Jump Shot,297,20701216,33.8273,-194,217,-118.4638,8,3,0,2007-08,35,29,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,4/15/08,LAL vs. SAC,SAC
Jump Shot,Jump Shot,310,20701216,33.7663,-15,278,-118.2848,7,3,0,2007-08,30,27,0,3PT Field Goal,Center(C),Above the Break 3,24+ ft.,4/15/08,LAL vs. SAC,SAC
Jump Shot,Jump Shot,361,20701216,34.0493,212,-5,-118.0578,2,3,0,2007-08,56,21,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,4/15/08,LAL vs. SAC,SAC
Jump Shot,Jump Shot,51,20800003,34.0243,166,20,-118.1038,6,1,0,2008-09,5,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,10/28/08,LAL vs. POR,POR
Driving Layup Shot,Layup,63,20800003,34.0443,0,0,-118.2698,5,1,0,2008-09,4,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,10/28/08,LAL vs. POR,POR
Layup Shot,Layup,66,20800003,34.0443,0,0,-118.2698,4,1,0,2008-09,40,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,10/28/08,LAL vs. POR,POR
Jump Shot,Jump Shot,234,20800003,34.0053,162,39,-118.1078,1,2,0,2008-09,0,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,10/28/08,LAL vs. POR,POR
Jump Shot,Jump Shot,267,20800003,33.8113,88,233,-118.1818,9,3,0,2008-09,0,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,10/28/08,LAL vs. POR,POR
Driving Reverse Layup Shot,Layup,270,20800003,34.0443,0,0,-118.2698,8,3,0,2008-09,33,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,10/28/08,LAL vs. POR,POR
Jump Shot,Jump Shot,281,20800003,33.8203,-40,224,-118.3098,7,3,0,2008-09,38,22,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,10/28/08,LAL vs. POR,POR
Driving Finger Roll Layup Shot,Layup,321,20800003,34.0443,0,0,-118.2698,3,3,0,2008-09,35,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,10/28/08,LAL vs. POR,POR
Turnaround Fadeaway shot,Jump Shot,445,20800003,34.0183,108,26,-118.1618,4,4,0,2008-09,47,11,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,10/28/08,LAL vs. POR,POR
Driving Layup Shot,Layup,41,20800015,34.0443,0,0,-118.2698,7,1,0,2008-09,22,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,10/29/08,LAL @ LAC,LAC
Jump Shot,Jump Shot,46,20800015,33.8573,-169,187,-118.4388,6,1,0,2008-09,45,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,10/29/08,LAL @ LAC,LAC
Jump Shot,Jump Shot,66,20800015,33.9023,118,142,-118.1518,4,1,0,2008-09,53,18,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,10/29/08,LAL @ LAC,LAC
Jump Shot,Jump Shot,69,20800015,33.8913,124,153,-118.1458,4,1,0,2008-09,21,19,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,10/29/08,LAL @ LAC,LAC
Layup Shot,Layup,94,20800015,34.0443,0,0,-118.2698,2,1,0,2008-09,32,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,10/29/08,LAL @ LAC,LAC
Jump Shot,Jump Shot,231,20800015,33.9623,-19,82,-118.2888,2,2,0,2008-09,28,8,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,10/29/08,LAL @ LAC,LAC
Floating Jump shot,Jump Shot,267,20800015,33.9943,-13,50,-118.2828,11,3,0,2008-09,23,5,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,10/29/08,LAL @ LAC,LAC
Layup Shot,Layup,291,20800015,34.0443,0,0,-118.2698,9,3,0,2008-09,23,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,10/29/08,LAL @ LAC,LAC
Jump Shot,Jump Shot,307,20800015,33.9833,-68,61,-118.3378,8,3,0,2008-09,13,9,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,10/29/08,LAL @ LAC,LAC
Jump Shot,Jump Shot,351,20800015,33.8093,146,235,-118.1238,4,3,0,2008-09,20,27,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,10/29/08,LAL @ LAC,LAC
Jump Shot,Jump Shot,361,20800015,34.0003,9,44,-118.2608,3,3,0,2008-09,20,4,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,10/29/08,LAL @ LAC,LAC
Jump Shot,Jump Shot,382,20800015,34.0243,-199,20,-118.4688,2,3,0,2008-09,28,20,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,10/29/08,LAL @ LAC,LAC
Tip Shot,Tip Shot,32,20800037,34.0443,0,0,-118.2698,9,1,0,2008-09,1,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/1/08,LAL @ DEN,DEN
Driving Layup Shot,Layup,58,20800037,34.0443,0,0,-118.2698,5,1,0,2008-09,59,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/1/08,LAL @ DEN,DEN
Jump Shot,Jump Shot,60,20800037,33.9363,-7,108,-118.2768,5,1,0,2008-09,30,10,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,11/1/08,LAL @ DEN,DEN
Fadeaway Jump Shot,Jump Shot,80,20800037,33.8443,92,200,-118.1778,4,1,0,2008-09,20,22,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/1/08,LAL @ DEN,DEN
Running Jump Shot,Jump Shot,89,20800037,33.9883,-56,56,-118.3258,3,1,0,2008-09,48,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/1/08,LAL @ DEN,DEN
Layup Shot,Layup,119,20800037,34.0443,0,0,-118.2698,2,1,0,2008-09,18,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/1/08,LAL @ DEN,DEN
Jump Shot,Jump Shot,218,20800037,33.8853,130,159,-118.1398,6,2,0,2008-09,42,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/1/08,LAL @ DEN,DEN
Jump Shot,Jump Shot,251,20800037,34.0103,-70,34,-118.3398,4,2,0,2008-09,17,7,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/1/08,LAL @ DEN,DEN
Driving Layup Shot,Layup,348,20800037,34.0443,0,0,-118.2698,8,3,0,2008-09,42,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/1/08,LAL @ DEN,DEN
Fadeaway Jump Shot,Jump Shot,377,20800037,33.8723,13,172,-118.2568,5,3,0,2008-09,18,17,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,11/1/08,LAL @ DEN,DEN
Jump Shot,Jump Shot,387,20800037,33.9503,-7,94,-118.2768,4,3,0,2008-09,27,9,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,11/1/08,LAL @ DEN,DEN
Jump Shot,Jump Shot,401,20800037,34.0253,177,19,-118.0928,2,3,0,2008-09,58,17,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,11/1/08,LAL @ DEN,DEN
Jump Shot,Jump Shot,403,20800037,33.8843,-111,160,-118.3808,2,3,0,2008-09,26,19,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/1/08,LAL @ DEN,DEN
Jump Shot,Jump Shot,428,20800037,33.8963,-213,148,-118.4828,1,3,0,2008-09,1,25,0,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,11/1/08,LAL @ DEN,DEN
Driving Reverse Layup Shot,Layup,508,20800037,34.0443,0,0,-118.2698,7,4,0,2008-09,36,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/1/08,LAL @ DEN,DEN
Jump Shot,Jump Shot,523,20800037,33.8763,184,168,-118.0858,6,4,0,2008-09,51,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,11/1/08,LAL @ DEN,DEN
Jump Shot,Jump Shot,526,20800037,34.0023,168,42,-118.1018,6,4,0,2008-09,7,17,1,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,11/1/08,LAL @ DEN,DEN
Jump Shot,Jump Shot,528,20800037,33.8723,-49,172,-118.3188,5,4,0,2008-09,42,17,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,11/1/08,LAL @ DEN,DEN
Driving Layup Shot,Layup,558,20800037,34.0443,0,0,-118.2698,3,4,0,2008-09,13,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/1/08,LAL @ DEN,DEN
Layup Shot,Layup,572,20800037,34.0443,0,0,-118.2698,1,4,0,2008-09,51,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/1/08,LAL @ DEN,DEN
Jump Shot,Jump Shot,579,20800037,33.9173,-116,127,-118.3858,1,4,0,2008-09,16,17,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/1/08,LAL @ DEN,DEN
Turnaround Fadeaway shot,Jump Shot,5,20800063,33.9373,-54,107,-118.3238,11,1,0,2008-09,21,11,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,11/5/08,LAL vs. LAC,LAC
Jump Shot,Jump Shot,21,20800063,33.8713,-93,173,-118.3628,9,1,0,2008-09,51,19,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/5/08,LAL vs. LAC,LAC
Jump Shot,Jump Shot,46,20800063,33.8573,48,187,-118.2218,7,1,0,2008-09,29,19,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,11/5/08,LAL vs. LAC,LAC
Jump Shot,Jump Shot,61,20800063,33.9723,-78,72,-118.3478,5,1,0,2008-09,34,10,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,11/5/08,LAL vs. LAC,LAC
Jump Shot,Jump Shot,133,20800063,33.8613,89,183,-118.1808,0,1,0,2008-09,0,20,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/5/08,LAL vs. LAC,LAC
Turnaround Jump Shot,Jump Shot,205,20800063,34.0443,138,0,-118.1318,5,2,0,2008-09,50,13,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,11/5/08,LAL vs. LAC,LAC
Jump Shot,Jump Shot,233,20800063,33.9453,-26,99,-118.2958,3,2,0,2008-09,20,10,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,11/5/08,LAL vs. LAC,LAC
Jump Shot,Jump Shot,259,20800063,33.8523,-35,192,-118.3048,1,2,0,2008-09,29,19,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,11/5/08,LAL vs. LAC,LAC
Driving Dunk Shot,Dunk,271,20800063,34.0443,0,0,-118.2698,0,2,0,2008-09,10,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/5/08,LAL vs. LAC,LAC
Driving Reverse Layup Shot,Layup,304,20800063,34.0443,0,0,-118.2698,8,3,0,2008-09,40,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/5/08,LAL vs. LAC,LAC
Jump Shot,Jump Shot,338,20800063,34.0473,226,-3,-118.0438,5,3,0,2008-09,40,22,0,3PT Field Goal,Right Side(R),Right Corner 3,24+ ft.,11/5/08,LAL vs. LAC,LAC
Layup Shot,Layup,344,20800063,34.0443,0,0,-118.2698,5,3,0,2008-09,11,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/5/08,LAL vs. LAC,LAC
Jump Shot,Jump Shot,374,20800063,34.0023,-49,42,-118.3188,3,3,0,2008-09,14,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/5/08,LAL vs. LAC,LAC
Jump Shot,Jump Shot,376,20800063,33.9553,92,89,-118.1778,3,3,0,2008-09,10,12,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,11/5/08,LAL vs. LAC,LAC
Jump Shot,Jump Shot,396,20800063,33.9833,-18,61,-118.2878,1,3,0,2008-09,23,6,0,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/5/08,LAL vs. LAC,LAC
Driving Layup Shot,Layup,402,20800063,34.0443,0,0,-118.2698,0,3,0,2008-09,39,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/5/08,LAL vs. LAC,LAC
Layup Shot,Layup,526,20800063,34.0443,0,0,-118.2698,4,4,0,2008-09,22,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/5/08,LAL vs. LAC,LAC
Running Hook Shot,Hook Shot,15,20800092,33.9693,13,75,-118.2568,10,1,0,2008-09,22,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/9/08,LAL vs. HOU,HOU
Jump Shot,Jump Shot,60,20800092,33.9433,-24,101,-118.2938,5,1,0,2008-09,19,10,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,11/9/08,LAL vs. HOU,HOU
Jump Shot,Jump Shot,126,20800092,33.8743,138,170,-118.1318,0,1,0,2008-09,0,21,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/9/08,LAL vs. HOU,HOU
Jump Shot,Jump Shot,199,20800092,33.8843,-16,160,-118.2858,4,2,0,2008-09,54,16,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,11/9/08,LAL vs. HOU,HOU
Layup Shot,Layup,225,20800092,34.0443,0,0,-118.2698,2,2,0,2008-09,30,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/9/08,LAL vs. HOU,HOU
Running Jump Shot,Jump Shot,284,20800092,33.9753,-8,69,-118.2778,10,3,0,2008-09,18,6,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/9/08,LAL vs. HOU,HOU
Jump Shot,Jump Shot,298,20800092,33.9103,-24,134,-118.2938,8,3,0,2008-09,17,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,11/9/08,LAL vs. HOU,HOU
Jump Shot,Jump Shot,307,20800092,33.8693,-8,175,-118.2778,7,3,0,2008-09,4,17,1,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,11/9/08,LAL vs. HOU,HOU
Turnaround Bank shot,Bank Shot,312,20800092,34.0223,-146,22,-118.4158,6,3,0,2008-09,29,14,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,11/9/08,LAL vs. HOU,HOU
Jump Shot,Jump Shot,332,20800092,33.8903,54,154,-118.2158,4,3,0,2008-09,27,16,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/9/08,LAL vs. HOU,HOU
Jump Shot,Jump Shot,360,20800092,33.8133,125,231,-118.1448,1,3,0,2008-09,25,26,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,11/9/08,LAL vs. HOU,HOU
Jump Shot,Jump Shot,365,20800092,33.8793,103,165,-118.1668,0,3,0,2008-09,56,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/9/08,LAL vs. HOU,HOU
Jump Shot,Jump Shot,433,20800092,33.8273,114,217,-118.1558,5,4,0,2008-09,26,24,1,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,11/9/08,LAL vs. HOU,HOU
Layup Shot,Layup,443,20800092,34.0443,0,0,-118.2698,4,4,0,2008-09,22,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/9/08,LAL vs. HOU,HOU
Alley Oop Dunk Shot,Dunk,466,20800092,34.0443,0,0,-118.2698,3,4,0,2008-09,19,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/9/08,LAL vs. HOU,HOU
Jump Shot,Jump Shot,63,20800102,33.9783,-108,66,-118.3778,6,1,0,2008-09,5,12,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,11/11/08,LAL @ DAL,DAL
Jump Shot,Jump Shot,83,20800102,33.8963,-95,148,-118.3648,5,1,0,2008-09,16,17,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/11/08,LAL @ DAL,DAL
Driving Layup Shot,Layup,85,20800102,34.0443,0,0,-118.2698,4,1,0,2008-09,53,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/11/08,LAL @ DAL,DAL
Jump Shot,Jump Shot,92,20800102,33.8633,34,181,-118.2358,4,1,0,2008-09,20,18,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,11/11/08,LAL @ DAL,DAL
Layup Shot,Layup,115,20800102,34.0443,0,0,-118.2698,2,1,0,2008-09,0,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/11/08,LAL @ DAL,DAL
Driving Reverse Layup Shot,Layup,128,20800102,34.0443,0,0,-118.2698,0,1,0,2008-09,29,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/11/08,LAL @ DAL,DAL
Jump Shot,Jump Shot,216,20800102,33.8853,133,159,-118.1368,5,2,0,2008-09,42,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/11/08,LAL @ DAL,DAL
Pullup Jump shot,Jump Shot,227,20800102,34.0193,-157,25,-118.4268,3,2,0,2008-09,52,15,1,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,11/11/08,LAL @ DAL,DAL
Jump Shot,Jump Shot,231,20800102,33.9393,-122,105,-118.3918,3,2,0,2008-09,29,16,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/11/08,LAL @ DAL,DAL
Jump Shot,Jump Shot,255,20800102,33.9583,-116,86,-118.3858,1,2,0,2008-09,44,14,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,11/11/08,LAL @ DAL,DAL
Jump Shot,Jump Shot,284,20800102,33.8693,190,175,-118.0798,0,2,0,2008-09,0,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,11/11/08,LAL @ DAL,DAL
Jump Shot,Jump Shot,308,20800102,33.9943,-71,50,-118.3408,9,3,0,2008-09,57,8,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,11/11/08,LAL @ DAL,DAL
Putback Dunk Shot,Dunk,463,20800102,34.0443,0,0,-118.2698,8,4,0,2008-09,46,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/11/08,LAL @ DAL,DAL
Jump Shot,Jump Shot,471,20800102,33.9073,154,137,-118.1158,7,4,0,2008-09,17,20,1,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/11/08,LAL @ DAL,DAL
Turnaround Fadeaway shot,Jump Shot,479,20800102,33.9363,-130,108,-118.3998,6,4,0,2008-09,34,16,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/11/08,LAL @ DAL,DAL
Driving Layup Shot,Layup,482,20800102,34.0443,0,0,-118.2698,6,4,0,2008-09,8,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/11/08,LAL @ DAL,DAL
Jump Shot,Jump Shot,509,20800102,34.0143,-177,30,-118.4468,3,4,0,2008-09,53,17,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,11/11/08,LAL @ DAL,DAL
Jump Shot,Jump Shot,533,20800102,33.8603,20,184,-118.2498,3,4,0,2008-09,3,18,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,11/11/08,LAL @ DAL,DAL
Jump Shot,Jump Shot,5,20800112,33.8553,10,189,-118.2598,11,1,0,2008-09,28,18,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,11/12/08,LAL @ NOH,NOH
Jump Shot,Jump Shot,42,20800112,33.9783,-48,66,-118.3178,7,1,0,2008-09,18,8,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,11/12/08,LAL @ NOH,NOH
Jump Shot,Jump Shot,102,20800112,33.8963,106,148,-118.1638,2,1,0,2008-09,49,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/12/08,LAL @ NOH,NOH
Layup Shot,Layup,229,20800112,34.0443,0,0,-118.2698,4,2,0,2008-09,57,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/12/08,LAL @ NOH,NOH
Jump Shot,Jump Shot,285,20800112,33.8883,-90,156,-118.3598,11,3,0,2008-09,14,18,0,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/12/08,LAL @ NOH,NOH
Layup Shot,Layup,290,20800112,34.0443,0,0,-118.2698,10,3,0,2008-09,7,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/12/08,LAL @ NOH,NOH
Turnaround Jump Shot,Jump Shot,325,20800112,33.9103,-103,134,-118.3728,5,3,0,2008-09,21,16,1,2PT Field Goal,Left Side Center(LC),Mid-Range,16-24 ft.,11/12/08,LAL @ NOH,NOH
Jump Shot,Jump Shot,336,20800112,33.8443,43,200,-118.2268,3,3,0,2008-09,42,20,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,11/12/08,LAL @ NOH,NOH
Jump Shot,Jump Shot,428,20800112,33.9623,-161,82,-118.4308,6,4,0,2008-09,41,18,0,2PT Field Goal,Left Side(L),Mid-Range,16-24 ft.,11/12/08,LAL @ NOH,NOH
Running Bank shot,Bank Shot,431,20800112,34.0103,-68,34,-118.3378,6,4,0,2008-09,22,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/12/08,LAL @ NOH,NOH
Jump Shot,Jump Shot,446,20800112,33.8773,110,167,-118.1598,4,4,0,2008-09,42,19,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/12/08,LAL @ NOH,NOH
Layup Shot,Layup,481,20800112,34.0443,0,0,-118.2698,1,4,0,2008-09,41,0,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/12/08,LAL @ NOH,NOH
Jump Shot,Jump Shot,484,20800112,33.8303,-163,214,-118.4328,1,4,0,2008-09,8,26,1,3PT Field Goal,Left Side Center(LC),Above the Break 3,24+ ft.,11/12/08,LAL @ NOH,NOH
Jump Shot,Jump Shot,15,20800131,33.8383,45,206,-118.2248,9,1,0,2008-09,37,21,0,2PT Field Goal,Center(C),Mid-Range,16-24 ft.,11/14/08,LAL vs. DET,DET
Jump Shot,Jump Shot,20,20800131,33.9753,-15,69,-118.2848,8,1,0,2008-09,29,7,1,2PT Field Goal,Center(C),In The Paint (Non-RA),Less Than 8 ft.,11/14/08,LAL vs. DET,DET
Jump Shot,Jump Shot,45,20800131,33.9833,73,61,-118.1968,6,1,0,2008-09,14,9,0,2PT Field Goal,Right Side(R),In The Paint (Non-RA),8-16 ft.,11/14/08,LAL vs. DET,DET
Driving Slam Dunk Shot,Dunk,56,20800131,34.0443,0,0,-118.2698,5,1,0,2008-09,22,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/14/08,LAL vs. DET,DET
Jump Shot,Jump Shot,59,20800131,34.0083,166,36,-118.1038,4,1,0,2008-09,38,16,0,2PT Field Goal,Right Side(R),Mid-Range,16-24 ft.,11/14/08,LAL vs. DET,DET
Alley Oop Dunk Shot,Dunk,70,20800131,34.0443,0,0,-118.2698,4,1,0,2008-09,12,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/14/08,LAL vs. DET,DET
Jump Shot,Jump Shot,85,20800131,33.9263,64,118,-118.2058,2,1,0,2008-09,18,13,0,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,11/14/08,LAL vs. DET,DET
Turnaround Jump Shot,Jump Shot,175,20800131,33.9563,-49,88,-118.3188,5,2,0,2008-09,5,10,1,2PT Field Goal,Center(C),In The Paint (Non-RA),8-16 ft.,11/14/08,LAL vs. DET,DET
Jump Shot,Jump Shot,180,20800131,33.9233,-98,121,-118.3678,4,2,0,2008-09,23,15,0,2PT Field Goal,Left Side(L),Mid-Range,8-16 ft.,11/14/08,LAL vs. DET,DET
Running Jump Shot,Jump Shot,189,20800131,34.0003,-78,44,-118.3478,3,2,0,2008-09,31,8,0,2PT Field Goal,Left Side(L),In The Paint (Non-RA),8-16 ft.,11/14/08,LAL vs. DET,DET
Jump Shot,Jump Shot,197,20800131,33.8993,-62,145,-118.3318,3,2,0,2008-09,2,15,0,2PT Field Goal,Center(C),Mid-Range,8-16 ft.,11/14/08,LAL vs. DET,DET
Jump Shot,Jump Shot,242,20800131,33.9723,88,72,-118.1818,11,3,0,2008-09,37,11,0,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,11/14/08,LAL vs. DET,DET
Jump Shot,Jump Shot,247,20800131,33.8743,64,170,-118.2058,11,3,0,2008-09,7,18,0,2PT Field Goal,Right Side Center(RC),Mid-Range,16-24 ft.,11/14/08,LAL vs. DET,DET
Jump Shot,Jump Shot,256,20800131,33.9263,102,118,-118.1678,9,3,0,2008-09,37,15,1,2PT Field Goal,Right Side(R),Mid-Range,8-16 ft.,11/14/08,LAL vs. DET,DET
Finger Roll Layup Shot,Layup,259,20800131,34.0093,3,35,-118.2668,9,3,0,2008-09,1,3,0,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/14/08,LAL vs. DET,DET
Driving Slam Dunk Shot,Dunk,265,20800131,34.0443,0,0,-118.2698,7,3,0,2008-09,59,0,1,2PT Field Goal,Center(C),Restricted Area,Less Than 8 ft.,11/14/08,LAL vs. DET,DET
Jump Shot,Jump Shot,287,20800131,33.8083,83,236,-118.1868,5,3,0,2008-09,47,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,11/14/08,LAL vs. DET,DET
Jump Shot,Jump Shot,403,20800131,33.8143,111,230,-118.1588,6,4,0,2008-09,28,25,0,3PT Field Goal,Right Side Center(RC),Above the Break 3,24+ ft.,11/14/08,LAL vs. DET,DET
